ref_area.label,indicator.label,source.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2009,18.13,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2010,18.97,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2010,18.92,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2010,19.02,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2011,19.64,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2011,19.4,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2011,19.9,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2012,20.94,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2012,21.06,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2012,20.82,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2013,22.14,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2013,22.8,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2013,21.43,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2014,22.04,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2014,22.68,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2014,21.36,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2015,21.33,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2015,21.83,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2015,20.8,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2016,19.8,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2016,20.05,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2016,19.54,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2017,19.99,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2017,20.23,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2017,19.73,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2018,19.19,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2018,19.02,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2018,19.36,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2019,18.05,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2019,18.18,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,"Share of youth not in employment, education or training (NEET) by sex (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2019,17.91,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Jordan,"Share of youth not in employment, education or training (NEET) by sex (%)",JOR - LFS - Employment and Unemployment Survey,Sex: Total,2017,38.07,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,"Share of youth not in employment, education or training (NEET) by sex (%)",JOR - LFS - Employment and Unemployment Survey,Sex: Male,2017,28.8,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,"Share of youth not in employment, education or training (NEET) by sex (%)",JOR - LFS - Employment and Unemployment Survey,Sex: Female,2017,48.26,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,"Share of youth not in employment, education or training (NEET) by sex (%)",JOR - LFS - Employment and Unemployment Survey,Sex: Total,2018,36.53,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,"Share of youth not in employment, education or training (NEET) by sex (%)",JOR - LFS - Employment and Unemployment Survey,Sex: Male,2018,30.19,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,"Share of youth not in employment, education or training (NEET) by sex (%)",JOR - LFS - Employment and Unemployment Survey,Sex: Female,2018,43.83,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,"Share of youth not in employment, education or training (NEET) by sex (%)",JOR - LFS - Employment and Unemployment Survey,Sex: Total,2019,36,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,"Share of youth not in employment, education or training (NEET) by sex (%)",JOR - LFS - Employment and Unemployment Survey,Sex: Male,2019,29.32,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,"Share of youth not in employment, education or training (NEET) by sex (%)",JOR - LFS - Employment and Unemployment Survey,Sex: Female,2019,43.78,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Total,2009,4.36,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Male,2009,2.69,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Female,2009,6.12,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Total,2010,4.29,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Male,2010,2.59,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Female,2010,5.92,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Total,2012,4.21,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Male,2012,2.84,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Female,2012,5.64,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Total,2013,3.91,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Male,2013,2.7,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Female,2013,5.18,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Total,2014,3.69,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Male,2014,2.4,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Female,2014,5.04,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Total,2015,3.61,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Male,2015,2.55,,,
Japan,"Share of youth not in employment, education or training (NEET) by sex (%)",JPN - LFS - Labour Force Survey,Sex: Female,2015,4.71,,,
